Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
0,-1.1523735778935282,-1.9583731718006148,1.7639027643235319,-1.7542281745752621,-1.5860089760514078,0
1,-1.2023696115211493,-1.9583731718006148,-0.23860587715533174,-0.07894017255507152,-1.5074555701390637,0
2,-1.2023696115211493,-1.9583731718006148,-0.3780563396538599,0.492864714361999,-1.4760342077741262,0
1,-1.1523735778935282,-1.890972286195086,-0.5286628391522702,0.0013131449069732513,-1.4289021642267197,0
0,-1.1523735778935282,-1.823571400589519,-0.13820154415639152,-0.13913016065160544,-1.3974808018617821,0
1,-1.1023775442658785,-1.823571400589519,-0.7071594311503862,1.074701265961826,-1.318927395949438,0
0,-1.1523735778935282,-1.890972286195086,-0.612333116651387,0.4126113968999543,-1.2875060335845006,0
1,-1.1523735778935282,-1.890972286195086,0.7208133048345415,-0.7309983769341876,-1.2089526276721565,0
2,-1.1523735778935282,-1.890972286195086,-0.9302801711480311,1.2853662242996937,-1.177531265307219,0
2,-1.1523735778935282,-1.823571400589519,-0.969326300647619,0.9242262957204916,-1.1303992217598124,0
2,-1.2023696115211493,-1.9583731718006148,-0.07126532215709803,-0.08897183723782728,-1.0832671782124061,0
1,-1.2023696115211493,-1.890972286195086,-0.294386062154743,0.06150313300350718,-1.0361351346649996,0
2,-1.2023696115211493,-1.890972286195086,-0.383634358153801,0.2621364266586198,-1.004713772300062,0
0,-1.1523735778935282,-1.823571400589519,-1.6163764466407893,2.2885326925752567,-0.9575817287526557,0
2,-1.1023775442658785,-1.7561705149839903,1.189366858829596,-1.3930882459960594,-0.8790283228403117,0
1,-1.1523735778935282,-1.7561705149839903,0.5813628423360134,-0.34979511898947385,-0.8318962792929053,0
2,-1.1023775442658785,-1.7561705149839903,-0.28323002515486073,-0.38992177772049624,-0.8004749169279677,0
1,-1.1023775442658785,-1.7561705149839903,-1.0251064856470302,0.5831496965067996,-0.7533428733805613,0
1,-1.1023775442658785,-1.6213687437728563,0.38055417633813304,-0.9717583293203229,-0.7219215110156237,0
2,-1.0523815106382575,-1.6213687437728563,0.39171021333801526,-0.9717583293203229,-0.6905001486506861,0
1,-1.0523815106382575,-1.5539678581673277,-0.12146748865656815,0.4427063909482209,-0.6433681051032797,0
2,-1.0523815106382575,-1.5539678581673277,-0.12146748865656815,-0.04884517850680491,-0.6119467427383422,0
1,-1.0523815106382575,-1.5539678581673277,0.04029504784172445,-0.23944680747916175,-0.5648146991909357,0
1,-1.0523815106382575,-1.5539678581673277,0.15743343634048806,-0.530365083279075,-0.5333933368259981,0
2,-0.9523894433829583,-1.4191660869562321,0.6873451938348948,-1.112201634878902,-0.5019719744610606,0
1,-0.9523894433829583,-1.4191660869562321,-0.20513776615568502,0.18188310919657433,-0.4548399309136541,0
1,-0.8523973761276875,-1.3517652013506651,-0.9916383746473835,1.6966644762926748,-0.4234185685487165,0
2,-0.8523973761276875,-1.2843643157450981,0.5088486018367788,-0.7309983769341876,-0.3919972061837789,0
1,-0.8523973761276875,-1.3517652013506651,-0.294386062154743,0.23204143261035248,-0.3448651626363725,0
1,-0.8523973761276875,-1.2843643157450981,1.680232486824415,-1.8545448214028186,-0.3134438002714349,0
1,-0.8523973761276875,-1.2843643157450981,-1.1868690221453229,1.8471394465340092,-0.28202243790649734,0
1,-0.8024013425000663,-1.2843643157450981,-0.9581702636477367,1.7869494584374754,-0.25060107554155975,0
1,-0.8024013425000663,-1.2843643157450981,0.3303520098386629,-0.7309983769341876,-0.21917971317662213,0
1,-0.8523973761276875,-1.3517652013506651,-0.9804823376475013,1.014511277865292,-0.18775835081168452,0
1,-0.8523973761276875,-1.3517652013506651,-1.6554225761403774,2.208279375113212,-0.15633698844674693,0
2,-0.9023934097553371,-1.4865669725617607,0.15185541784054693,-0.6206500654238761,-0.12491562608180933,0
2,-0.9523894433829583,-1.5539678581673277,-0.6402232091510927,0.7737513254791571,-0.07778358253440293,0
2,-0.9023934097553371,-1.5539678581673277,0.38613219483807415,-0.6206500654238761,-0.030651538986996525,0
1,-0.9523894433829583,-1.5539678581673277,0.9271999893323631,-1.0921383055133904,0.016480504560409875,0
1,-1.0023854770106078,-1.6213687437728563,0.051451084841606695,0.5831496965067996,0.047901866925347474,0
2,-1.0023854770106078,-1.6213687437728563,0.2355256953396638,0.3423897441206646,0.07932322929028507,0
2,-1.0023854770106078,-1.6213687437728563,-0.3724783211539187,0.6734346786516008,0.12645527283769148,0
2,-1.0023854770106078,-1.6213687437728563,1.412487598827241,-1.403119910678815,0.17358731638509786,0
1,-1.0023854770106078,-1.6213687437728563,0.8044835823336585,-0.7209667122514325,0.22071935993250427,0
1,-1.0523815106382575,-1.6213687437728563,-0.19955974765574389,0.07153479768626296,0.2521407222974419,0
2,-1.0523815106382575,-1.6887696293784233,0.5757848238360723,-0.7610933709824549,0.2835620846623795,0
2,-1.1023775442658785,-1.7561705149839903,2.0260696338207644,-1.5736582102856609,0.3306941282097859,0
0,-1.1523735778935282,-1.7561705149839903,-0.5955990611515637,0.021376474272484798,0.37782617175719224,0
1,-1.1023775442658785,-1.7561705149839903,-0.14935758115627376,0.08156646236901802,0.45637957766953624,0
1,-1.1523735778935282,-1.7561705149839903,1.2563030808288895,-1.1021699701961463,0.4878009400344739,0
2,-1.1023775442658785,-1.7561705149839903,-0.5621309501519169,0.3624530734861761,0.5192223023994115,0
1,-1.1023775442658785,-1.6887696293784233,0.51442662033672,-1.0118849880513456,0.5663543459468179,0
0,-1.0523815106382575,-1.6887696293784233,1.9033532268220599,-1.6739748571132171,0.5977757083117554,0
1,-1.0523815106382575,-1.6213687437728563,-1.0864646891463825,1.4358411945410283,0.6763291142240995,0
1,-1.0523815106382575,-1.6887696293784233,0.19647956584007592,-0.42001677176876356,0.7077504765890371,0
1,-1.1023775442658785,-1.7561705149839903,-0.6736913201507394,0.12169312110004112,0.7391718389539746,0
1,-1.1023775442658785,-1.6887696293784233,-0.9302801711480311,1.4157778651755175,0.7705932013189123,0
1,-1.1023775442658785,-1.6887696293784233,-0.8410318751489732,0.0013131449069732513,0.8020145636838498,0
0,-1.0523815106382575,-1.6213687437728563,-0.25533993265515514,-0.399953442403252,0.8334359260487875,0
2,-1.0523815106382575,-1.6213687437728563,-0.18840371065586164,0.011344809589729025,0.9119893319611314,0
1,-1.0023854770106078,-1.6213687437728563,0.8658417858330109,-1.0921383055133904,0.9591213755085378,0
1,-1.0523815106382575,-1.6213687437728563,2.3942188548168786,-1.9648931329131307,0.9905427378734755,0
2,-1.0023854770106078,-1.6213687437728563,0.1685894733403703,-0.44008010113427437,1.021964100238413,0
1,-1.0523815106382575,-1.6213687437728563,0.8267956563334229,-1.0921383055133904,1.0690961437858195,0
1,-1.0523815106382575,-1.6213687437728563,-0.6067550981514459,1.2452395655686714,1.100517506150757,0
1,-1.0523815106382575,-1.6213687437728563,-0.19398172915580275,0.24207309729310825,1.1319388685156946,0
1,-1.0523815106382575,-1.6213687437728563,2.444421021316349,-1.9849564622786418,1.1633602308806323,0
1,-1.0023854770106078,-1.5539678581673277,-0.5788650056517404,0.5630863671412888,1.1947815932455699,0
0,-1.0023854770106078,-1.5539678581673277,0.045873066341665575,-0.31970012494120725,1.2262029556105074,0
2,-0.9523894433829583,-1.4865669725617607,-1.2426492071447341,1.7267594703409421,1.3047563615228515,0
2,-1.0023854770106078,-1.5539678581673277,0.45864643533730876,-0.5103017539135641,1.3518884050702578,0
2,-1.0023854770106078,-1.4865669725617607,-0.26091795115509625,0.021376474272484798,1.3990204486176643,0
1,-1.0023854770106078,-1.5539678581673277,0.5813628423360134,-0.7711250356652106,1.4461524921650706,0
1,-1.0023854770106078,-1.5539678581673277,-0.26091795115509625,-0.12909849596884967,1.4775738545300083,0
1,-1.0023854770106078,-1.5539678581673277,-0.8466098936489143,1.0847329306445812,1.5089952168949459,0
2,-0.9523894433829583,-1.4191660869562321,-0.42268048765338884,0.7336246667481341,1.5404165792598834,0
2,-0.9523894433829583,-1.4191660869562321,-0.23860587715533174,0.0013131449069732513,-1.6959837443286894,0
1,-0.9023934097553371,-1.3517652013506651,0.6650331198351304,-1.0018533233685898,-1.6488517007812828,0
1,-0.9523894433829583,-1.4191660869562321,3.4707764253055156,-2.255811408713044,-1.6174303384163453,0
1,-0.9523894433829583,-1.4191660869562321,0.7040792493347182,-0.8012200297134773,-1.5860089760514078,0
1,-1.0023854770106078,-1.4865669725617607,0.9885581928317155,-1.3429299225822813,-1.55458761368647,0
1,-1.0023854770106078,-1.5539678581673277,-0.05453126665727466,-0.5905550713756088,-1.5231662513215325,0
1,-1.0523815106382575,-1.5539678581673277,-1.0362625226469124,1.074701265961826,-1.491744888956595,0
1,-1.0523815106382575,-1.5539678581673277,-0.009907118657745666,-0.22941514279640599,-1.4603235265916572,0
1,-1.0023854770106078,-1.5539678581673277,0.3749761578381919,-0.9216000059065448,-1.4289021642267197,0
0,-1.0023854770106078,-1.4865669725617607,-1.2538052441446164,0.7837829901619122,-1.3974808018617821,0
1,-1.0023854770106078,-1.4865669725617607,0.469802472337191,-1.0118849880513456,-1.318927395949438,0
2,-1.0023854770106078,-1.4865669725617607,-0.3111201176545664,1.0947645953273368,-1.2875060335845006,0
2,-0.9523894433829583,-1.4191660869562321,0.1685894733403703,-0.29963679557569567,-1.240373990037094,0
2,-0.9023934097553371,-1.3517652013506651,2.39979687331682,-1.8344814920373074,-1.1932419464896877,0
2,-0.9523894433829583,-1.3517652013506651,0.8212176378334818,-1.0720749761478792,-1.1461099029422812,0
1,-0.9523894433829583,-1.3517652013506651,0.5534727498363079,-0.49023842454805255,-1.098977859394875,0
1,-0.9523894433829583,-1.4191660869562321,0.8881538598327753,-0.6708083888376544,-1.0675564970299374,0
2,-0.9523894433829583,-1.4191660869562321,-0.9023900786483255,1.5160945120030738,-1.0361351346649996,0
2,-0.9523894433829583,-1.3517652013506651,3.2922798333073997,-2.1655264265682432,-0.9890030911175933,0
1,-0.9023934097553371,-1.3517652013506651,-0.7127374496503273,0.24207309729310825,-0.9418710475701869,0
1,-0.9523894433829583,-1.4191660869562321,-0.12146748865656815,0.08156646236901802,-0.9104496852052493,0
2,-0.9523894433829583,-1.4191660869562321,-1.3151634476439686,1.3957145358100058,-0.8790283228403117,0
1,-0.9523894433829583,-1.4191660869562321,0.21879163983984043,-0.44008010113427437,-0.8318962792929053,0
1,-0.9523894433829583,-1.4191660869562321,-0.6346451906511515,1.8270761171684984,-0.8004749169279677,0
1,-0.9523894433829583,-1.3517652013506651,-0.4617266171529767,0.24207309729310825,-0.7690535545630302,0
1,-0.9523894433829583,-1.3517652013506651,0.921621970832422,-0.9115683412237894,-0.7376321921980925,0
1,-0.9523894433829583,-1.2843643157450981,1.4069095803272997,-1.272708269802992,-0.7062108298331549,0
1,-0.9523894433829583,-1.2843643157450981,0.4307563428376031,-0.7209667122514325,-0.6747894674682173,0
1,-0.9023934097553371,-1.2843643157450981,0.46422445383724986,-0.5103017539135641,-0.6433681051032797,0
1,-0.9023934097553371,-1.2843643157450981,-0.42825850615332994,0.9944479484997806,-0.6119467427383422,0
1,-0.9523894433829583,-1.2843643157450981,-0.7183154681502684,0.5831496965067996,-0.5805253803734045,0
2,-0.9523894433829583,-1.3517652013506651,0.02356099234190108,0.1919147738793301,-0.5491040180084669,0
2,-1.0023854770106078,-1.4191660869562321,-0.33343219165433086,0.7637196607964014,-0.5019719744610606,0
1,-1.0023854770106078,-1.4865669725617607,1.6746544683244737,-1.7341648452097511,-0.4548399309136541,0
1,-1.0023854770106078,-1.4865669725617607,-1.5215501321417904,2.0578044048718778,-0.4234185685487165,0
1,-1.0523815106382575,-1.5539678581673277,0.3024619173389573,-0.5103017539135641,-0.3919972061837789,0
1,-1.0523815106382575,-1.4865669725617607,-0.4449925616531533,0.6934980080171117,-0.36057584381884134,0
1,-1.0523815106382575,-1.5539678581673277,-1.287273355144263,1.5261261766858294,-0.32915448145390375,0
2,-1.0523815106382575,-1.5539678581673277,-0.9749043191475601,0.6834663433343559,-0.2977331190889661,0
0,-1.0523815106382575,-1.5539678581673277,0.4419123798374854,-0.40998510708600777,-0.25060107554155975,0
0,-1.0523815106382575,-1.5539678581673277,-0.41710246915344773,0.3223264147551537,-0.17204766962921572,0
2,-1.1023775442658785,-1.6213687437728563,-1.0418405411468536,0.9442896250860024,-0.09349426371687172,0
1,-1.1023775442658785,-1.6213687437728563,-0.517506802152388,1.1449229187411152,-0.046362220169465326,0
1,-1.1023775442658785,-1.6887696293784233,-0.5063507651525057,1.1248595893756042,-0.014940857804527726,0
1,-1.1023775442658785,-1.6887696293784233,-0.8242978196491497,0.8640363076239577,0.016480504560409875,0
1,-1.1523735778935282,-1.6887696293784233,-0.8912340416484432,0.3323580794379088,0.047901866925347474,0
2,-1.1023775442658785,-1.6887696293784233,-0.746205560649974,0.6934980080171117,0.07932322929028507,0
1,-1.1023775442658785,-1.6887696293784233,0.2355256953396638,-0.6908717182031652,0.12645527283769148,0
1,-1.0523815106382575,-1.6213687437728563,-0.1326235256564504,0.05147146832075141,0.15787663520262907,0
1,-1.0523815106382575,-1.6213687437728563,0.2801498433391928,-0.21938347811365091,0.18929799756756668,0
1,-1.0023854770106078,-1.6213687437728563,-1.4378798546426734,1.0847329306445812,0.22071935993250427,0
0,-1.1023775442658785,-1.6887696293784233,0.51442662033672,-0.8714416824927665,0.2521407222974419,0
2,-1.0523815106382575,-1.6213687437728563,-1.8785433161380223,2.709862609250994,0.3306941282097859,0
1,-1.0523815106382575,-1.6213687437728563,-1.3430535401436743,1.2753345596169388,0.37782617175719224,0
1,-1.0523815106382575,-1.6213687437728563,0.40844426883783863,-0.9316316705893005,0.4092475341221299,0
1,-1.0523815106382575,-1.6213687437728563,1.1614767663298904,-1.4733415634581044,0.4406688964870675,0
1,-1.0023854770106078,-1.6213687437728563,-0.49519472815262344,0.8740679723067134,0.47209025885200506,0
1,-1.0023854770106078,-1.5539678581673277,-0.651379246150975,0.5630863671412888,0.5035116212169427,0
2,-0.9523894433829583,-1.5539678581673277,-0.6681133016507983,0.7436563314308898,0.5349329835818802,0
2,-0.9523894433829583,-1.5539678581673277,0.5255826573366023,-0.9316316705893005,0.5820650271292866,0
1,-1.0023854770106078,-1.5539678581673277,-0.5398188761521524,0.3624530734861761,0.6291970706766931,0
0,-1.0023854770106078,-1.6213687437728563,-0.6625352831508572,0.5831496965067996,0.6606184330416307,0
2,-1.0023854770106078,-1.6213687437728563,-1.3263194846438509,1.857171111216765,0.7391718389539746,0
1,-1.0023854770106078,-1.6213687437728563,-0.8577659306487965,0.5028963790447548,0.7863038825013811,0
2,-1.0023854770106078,-1.5539678581673277,-0.2888080436548019,0.13172478578279617,0.8177252448663187,0
2,-1.0023854770106078,-1.6213687437728563,-0.4449925616531533,0.4427063909482209,0.8648572884137251,0
2,-1.0023854770106078,-1.6887696293784233,-0.8466098936489143,0.5530547024585329,0.9119893319611314,0
1,-0.9523894433829583,-1.5539678581673277,-0.009907118657745666,0.08156646236901802,0.9591213755085378,0
1,-0.9523894433829583,-1.6213687437728563,-0.2274498401554495,0.2922314207068864,0.9905427378734755,0
2,-0.9023934097553371,-1.4865669725617607,0.335930028338604,-0.8814733471755224,1.021964100238413,0
0,-0.8523973761276875,-1.4191660869562321,-0.6625352831508572,-0.07894017255507152,1.0690961437858195,0
1,-0.9023934097553371,-1.4191660869562321,1.373441469327653,-1.6639431924304617,1.1476495496981634,0
1,-0.9023934097553371,-1.4865669725617607,-0.6458012276510338,0.8138779842101795,1.179070912063101,0
2,-0.9023934097553371,-1.4865669725617607,0.24668173233954604,-0.33976345430671806,1.2104922744280386,0
1,-0.9023934097553371,-1.4865669725617607,-0.9135461156482078,0.663403013968845,1.2576243179754452,0
2,-0.8523973761276875,-1.3517652013506651,-0.42268048765338884,0.252104761975864,1.2890456803403827,0
2,-0.9023934097553371,-1.4191660869562321,-0.7573615976498563,0.5129280437275106,1.336177723887789,0
1,-0.8523973761276875,-1.3517652013506651,-0.48961670965268234,0.7135613373826232,1.3833097674351955,0
2,-0.8024013425000663,-1.3517652013506651,-0.6848473571506217,-0.17925681938262783,1.414731129800133,1
1,-0.8523973761276875,-1.2843643157450981,0.7431253788343061,0.13172478578279617,-1.6959837443286894,0
0,-0.8523973761276875,-1.3517652013506651,0.5478947313363668,-0.9216000059065448,-1.6645623819637516,0
1,-0.8024013425000663,-1.3517652013506651,0.006826936842077707,-0.21938347811365091,-1.5860089760514078,0
1,-0.8024013425000663,-1.2843643157450981,-1.4490358916425556,1.315461218347961,-1.55458761368647,0
1,-0.8024013425000663,-1.2169634301395695,0.36382012083830967,-0.5103017539135641,-1.5231662513215325,0
1,-0.7524053088724167,-1.2169634301395695,0.6427210458353658,-1.2927715991685031,-1.491744888956595,0
2,-0.7524053088724167,-1.2169634301395695,0.1406993808406647,-0.24947847216191754,-1.4603235265916572,0
1,-0.7524053088724167,-1.2169634301395695,-0.48961670965268234,0.7536879961136456,-1.413191483044251,0
1,-0.7524053088724167,-1.1495625445340025,-0.19398172915580275,-0.1993201487481394,-1.3817701206793134,0
2,-0.7524053088724167,-1.1495625445340025,-0.880078004648561,1.0546379365963146,-1.3503487583143756,0
1,-0.7024092752447672,-1.082161658928474,0.12954334384078245,-0.5604600773273423,-1.3032167147669693,0
1,-0.7524053088724167,-1.1495625445340025,1.5184699503261223,-1.5335315515546384,-1.2717953524020318,0
2,-0.7024092752447672,-1.1495625445340025,0.9941362113316566,-1.1322649642444131,-1.240373990037094,0
1,-0.7024092752447672,-1.1495625445340025,-1.4546139101424969,2.0578044048718778,-1.1932419464896877,0
1,-0.652413241617146,-1.014760773322907,0.4307563428376031,-0.9817899940030786,-1.1618205841247502,0
1,-0.7024092752447672,-1.082161658928474,-0.7908297086495031,0.6433396846033335,-1.1303992217598124,0
1,-0.7024092752447672,-1.082161658928474,-0.2999640806546841,0.2922314207068864,-1.098977859394875,0
1,-0.7024092752447672,-1.082161658928474,-1.2761173181443808,1.977551087409833,-1.0675564970299374,0
1,-0.7524053088724167,-1.2169634301395695,-1.3263194846438509,2.639640956471704,-1.0361351346649996,1
1,-0.7524053088724167,-1.1495625445340025,-0.4505705801530945,0.4025797322171985,-1.004713772300062,0
1,-0.652413241617146,-1.014760773322907,-0.3111201176545664,0.252104761975864,-0.9732924099351246,0
1,-0.652413241617146,-1.014760773322907,-0.9135461156482078,0.6433396846033335,-0.9418710475701869,0
2,-0.652413241617146,-1.014760773322907,0.6761891568350126,-1.3028032638512588,-0.9104496852052493,0
0,-0.652413241617146,-1.082161658928474,0.11838730684090018,-0.6708083888376544,-0.8633176416578429,0
1,-0.652413241617146,-1.014760773322907,-0.32785417315438975,0.2220097679275974,-0.7847642357454989,0
1,-0.652413241617146,-1.082161658928474,-0.92470215264809,0.6934980080171117,-0.7533428733805613,0
1,-0.652413241617146,-1.014760773322907,-0.5286628391522702,1.4258095298582731,-0.7219215110156237,0
2,-0.652413241617146,-0.9473598877173399,1.0220263038313622,-1.5335315515546384,-0.6905001486506861,0
1,-0.652413241617146,-1.014760773322907,-0.3892123766537421,-0.008718519775782523,-0.6433681051032797,0
2,-0.652413241617146,-1.014760773322907,-0.9972163931473246,1.2953978889824496,-0.6119467427383422,0
1,-0.652413241617146,-1.082161658928474,1.1782108218297138,-1.4231832400443263,-0.5648146991909357,0
2,-0.652413241617146,-1.1495625445340025,-1.058574596646677,0.663403013968845,-0.5333933368259981,0
1,-0.652413241617146,-1.014760773322907,0.7208133048345415,-0.48020675986529676,-0.48626129327859174,0
1,-0.5524211743618752,-0.9473598877173399,-0.7740956531496797,0.9543212897687582,-0.4548399309136541,0
1,-0.6024172079894964,-0.9473598877173399,-1.1589789296456172,2.2885326925752567,-0.4234185685487165,0
1,-0.6024172079894964,-1.014760773322907,-0.5286628391522702,0.2220097679275974,-0.3919972061837789,0
0,-0.6024172079894964,-1.014760773322907,-1.0027944116472658,0.7637196607964014,-0.36057584381884134,0
2,-0.6024172079894964,-1.014760773322907,-0.6346451906511515,0.7436563314308898,-0.28202243790649734,0
2,-0.5524211743618752,-0.9473598877173399,-0.3892123766537421,-0.5805234066928531,-0.23489039435909093,0
1,-0.5024251407342256,-0.8799590021118113,1.9702894488213534,-1.7241331805269953,-0.18775835081168452,0
0,-0.5024251407342256,-0.8799590021118113,2.238034336818527,-2.015051456326909,-0.15633698844674693,0
1,-0.5024251407342256,-0.8125581165062443,-0.746205560649974,1.5261261766858294,-0.07778358253440293,0
2,-0.5024251407342256,-0.7451572309007156,-0.5007727466525645,-0.03881351382404913,-0.046362220169465326,0
1,-0.452429107106576,-0.7451572309007156,0.8212176378334818,-1.0419799820996123,0.0007698233779410748,0
1,-0.452429107106576,-0.7451572309007156,0.787749526833835,-1.2827399344857475,0.03219118574287867,0
2,-0.452429107106576,-0.7451572309007156,-0.7908297086495031,1.2452395655686714,0.06361254810781627,0
2,-0.40243307347895485,-0.6777563452951486,0.32477399133872176,-0.9717583293203229,0.11074459165522267,0
1,-0.35243703985130526,-0.6103554596895817,-0.383634358153801,0.11166145641728534,0.15787663520262907,0
2,-0.35243703985130526,-0.6103554596895817,0.9160439523324809,-0.8714416824927665,0.18929799756756668,0
1,-0.35243703985130526,-0.6103554596895817,-0.8410318751489732,0.5530547024585329,0.23643004111497307,0
1,-0.35243703985130526,-0.542954574084053,1.3176612843282418,-1.5836898749684165,0.26785140347991065,0
1,-0.35243703985130526,-0.542954574084053,-0.4115244506535066,0.15178811514830773,0.29927276584484824,0
2,-0.35243703985130526,-0.542954574084053,0.2634157878393694,-0.20935181343089515,0.3306941282097859,0
2,-0.2524449725960345,-0.47555368847848606,0.7598594343341295,-1.082106640830635,0.37782617175719224,0
2,-0.3024410062236841,-0.542954574084053,-0.383634358153801,0.4427063909482209,0.42495821530459865,0
1,-0.2524449725960345,-0.47555368847848606,-0.3445882286542131,0.04143980363799563,0.47209025885200506,0
1,-0.2524449725960345,-0.47555368847848606,-0.8744999861486199,2.107962728285656,0.5035116212169427,0
2,-0.20244893896838492,-0.4081528028729574,0.3693981393382508,-1.021916652734101,0.5349329835818802,0
1,-0.20244893896838492,-0.4081528028729574,0.5813628423360134,-0.7109350475686768,0.5820650271292866,0
1,-0.2524449725960345,-0.47555368847848606,-1.147822892645735,1.4157778651755175,0.6134863894942243,0
1,-0.2524449725960345,-0.47555368847848606,-0.10473343315674477,0.23204143261035248,0.6449077518591618,0
2,-0.2524449725960345,-0.47555368847848606,2.0260696338207644,-1.6037532043339278,0.6763291142240995,0
0,-0.2524449725960345,-0.4081528028729574,-0.8521879121488554,0.4427063909482209,0.7234611577715059,0
1,-0.20244893896838492,-0.3407519172673904,1.4738458023265932,-1.2325816110719694,0.8020145636838498,0
1,-0.15245290534076375,-0.27335103166182345,-1.0027944116472658,1.074701265961826,0.8334359260487875,0
2,-0.15245290534076375,-0.27335103166182345,-0.3445882286542131,0.2721680913413756,0.8648572884137251,0
1,-0.15245290534076375,-0.27335103166182345,-1.2147591146450285,1.3455562123962277,0.9119893319611314,0
1,-0.20244893896838492,-0.3407519172673904,-0.47846067265280007,0.14175645046555194,0.943410694326069,0
1,-0.15245290534076375,-0.27335103166182345,-0.6681133016507983,0.5129280437275106,0.9748320566910067,0
1,-0.15245290534076375,-0.27335103166182345,-0.14935758115627376,-0.37989011303774045,1.0062534190559442,0
1,-0.15245290534076375,-0.27335103166182345,0.07934117734131232,-0.31970012494120725,1.0376747814208818,0
2,-0.15245290534076375,-0.27335103166182345,-0.026641174157569038,-0.08897183723782728,1.0690961437858195,0
0,-0.15245290534076375,-0.27335103166182345,0.07934117734131232,0.10162979173452956,1.1162281873332258,0
1,-0.15245290534076375,-0.3407519172673904,-1.0418405411468536,0.9743846191342698,1.1947815932455699,0
2,-0.15245290534076375,-0.27335103166182345,-1.2593832626445574,2.0076460814580996,1.2262029556105074,0
1,-0.20244893896838492,-0.3407519172673904,0.17416749184031144,-0.45011176581703016,1.273334999157914,0
1,-0.20244893896838492,-0.4081528028729574,0.7710154713340117,-0.8915050118582778,1.3047563615228515,0
1,-0.2524449725960345,-0.4081528028729574,0.3526640838384274,-0.8513783531272554,1.336177723887789,0
1,-0.2524449725960345,-0.4081528028729574,-0.8298758381490909,1.8872661052650317,1.3675990862527267,1
1,-0.3024410062236841,-0.47555368847848606,0.029139010841842203,-0.399953442403252,1.3990204486176643,0
1,-0.3024410062236841,-0.4081528028729574,0.9048879153325987,-0.8814733471755224,1.4304418109826018,0
2,-0.3024410062236841,-0.47555368847848606,0.8546857488331285,-1.16235995829268,1.4618631733475393,0
2,-0.35243703985130526,-0.47555368847848606,-0.0879993776569214,-0.20935181343089515,1.5089952168949459,0
1,-0.35243703985130526,-0.542954574084053,4.1345606267985096,-2.466476367050912,1.5561272604423522,0
2,-0.3024410062236841,-0.47555368847848606,-0.2999640806546841,0.7135613373826232,1.58754862280729,0
0,-0.3024410062236841,-0.542954574084053,-0.14377956265633265,-0.38992177772049624,1.6346806663546962,0
0,-0.3024410062236841,-0.47555368847848606,1.139164692330126,-1.1824232876581913,-1.6959837443286894,0
1,-0.2524449725960345,-0.47555368847848606,-0.5398188761521524,0.6232763552378227,-1.6174303384163453,0
1,-0.2524449725960345,-0.47555368847848606,-0.42825850615332994,0.6734346786516008,-1.5860089760514078,0
0,-0.3024410062236841,-0.47555368847848606,-0.5565529316519758,0.9743846191342698,-1.55458761368647,0
1,-0.2524449725960345,-0.47555368847848606,0.2132136213398993,-0.33976345430671806,-1.4760342077741262,0
1,-0.20244893896838492,-0.4081528028729574,-1.1589789296456172,0.6433396846033335,-1.4446128454091884,0
1,-0.2524449725960345,-0.47555368847848606,2.2436123553184686,-1.7542281745752621,-1.413191483044251,0
1,-0.2524449725960345,-0.542954574084053,-0.8131417826492675,0.7336246667481341,-1.3817701206793134,0
1,-0.3024410062236841,-0.542954574084053,-0.5900210426516226,0.21197810324484165,-1.3503487583143756,0
1,-0.3024410062236841,-0.542954574084053,-0.5286628391522702,0.8239096488929353,-1.318927395949438,0
1,-0.3024410062236841,-0.542954574084053,0.1406993808406647,-0.09900350192058306,-1.2875060335845006,0
1,-0.3024410062236841,-0.47555368847848606,-0.9023900786483255,0.3624530734861761,-1.2560846712195628,0
1,-0.3024410062236841,-0.47555368847848606,-0.07684334065703916,0.15178811514830773,-1.2246633088546253,0
2,-0.2524449725960345,-0.4081528028729574,-0.8466098936489143,1.6264428235133859,-1.1932419464896877,0
2,-0.3024410062236841,-0.4081528028729574,-1.1868690221453229,0.7536879961136456,-1.1461099029422812,0
1,-0.3024410062236841,-0.47555368847848606,-0.7685176346497385,1.9073294346305432,-1.098977859394875,0
1,-0.3024410062236841,-0.47555368847848606,0.31919597283878065,-0.8212833590789884,-1.0675564970299374,0
2,-0.35243703985130526,-0.47555368847848606,-0.3780563396538599,0.6032130258723112,-1.0361351346649996,0
1,-0.35243703985130526,-0.47555368847848606,-0.06010928515721578,-0.21938347811365091,-0.9890030911175933,0
1,-0.35243703985130526,-0.47555368847848606,-1.1924470406452639,2.208279375113212,-0.9575817287526557,0
2,-0.35243703985130526,-0.6103554596895817,-0.9079680971482667,0.6734346786516008,-0.9261603663877181,0
2,-0.35243703985130526,-0.6103554596895817,0.34150804683854513,-0.4701750951825417,-0.8790283228403117,0
1,-0.35243703985130526,-0.6103554596895817,-0.24418389565527288,0.4025797322171985,-0.8318962792929053,0
1,-0.3024410062236841,-0.6103554596895817,0.5925188793358958,-1.1422966289271685,-0.8004749169279677,0
2,-0.3024410062236841,-0.6103554596895817,-0.6792693386506805,0.7336246667481341,-0.7690535545630302,0
0,-0.3024410062236841,-0.6777563452951486,-0.6904253756505628,1.1750179127893825,-0.7219215110156237,0
